App,Rating,Reviews,Size,Installs,Price,Content Rating,Subscription_Type,Year,Month,Day,Application_Type,Android_version,Primary_Application_Type
Auction Wars : Storage King,4.1,29062,63000.0,1000000,0.0,Everyone,0,2017,9,15,Casino,2.3 and up,Casino
AW Training,4.6,11,17000.0,1000,0.0,Everyone,0,2018,7,5,Education,4.0.3 and up,Education
Digital Clock AW-7,4.1,484,2.9,100000,0.0,Everyone,0,2018,3,6,Tools,4.3 and up,Tools
Analog and Digital Clock AW-7,4.0,202,2.9,50000,0.0,Everyone,0,2018,3,15,Tools,4.3 and up,Tools
AW Connect,4.3,0,26000.0,10,0.0,Everyone,0,2018,6,26,Education,4.0.3 and up,Education
Analog Clock AW-7 PRO,3.3,40,2.7,1000,1.99,Everyone,1,2018,3,7,Tools,4.3 and up,Tools
AW CAMERA,4.3,2,24000.0,100,0.0,Everyone,0,2018,1,30,Tools,2.3 and up,Tools
AW Browser with Chrome Custom Tabs,4.0,9,4.7,500,0.0,Everyone,0,2018,5,17,Tools,6.0 and up,Tools
Analog and Digital Clock AW-7PRO,4.3,4,2.7,100,1.99,Everyone,1,2018,3,15,Tools,4.3 and up,Tools
AW Radio,4.3,1,1.7,100,0.0,Teen,0,2015,6,24,Entertainment,2.2 and up,Entertainment
Roman Clock AW-7,4.4,52,3.0,5000,0.0,Everyone,0,2018,3,17,Tools,4.3 and up,Tools
Square Analog Clock AW-7,4.2,294,3.0,50000,0.0,Everyone,0,2018,3,10,Tools,4.3 and up,Tools
AirWatch Agent,3.1,20973,31000.0,5000000,0.0,Everyone,0,2018,8,1,Business,4.0 and up,Business
Handbreit by a.w.niemeyer,4.3,21,36000.0,1000,0.0,Everyone,0,2017,5,31,News & Magazines,4.0.3 and up,News & Magazines
Tozer Devotional -Series 1,5.0,5,4.3,1000,0.0,Everyone,0,2016,10,8,Books & Reference,2.3 and up,Books & Reference
Modern Action Commando 3D,4.2,492,63000.0,100000,0.0,Teen,0,2017,4,6,Action,4.0.3 and up,Action
HCP Anywhere,4.7,114,8.6,5000,0.0,Everyone,0,2018,3,30,Business,4.3 and up,Business
Call of Duty®: Heroes,4.4,1604146,57000.0,10000000,0.0,Teen,0,2018,6,27,Action,4.1 and up,Action
Amber Weather,4.4,260137,13000.0,10000000,0.0,Everyone 10+,0,2018,7,16,Weather,4.1 and up,Weather
Advanced Warfare Guns,2.9,2079,5.6,100000,0.0,Everyone,0,2015,6,6,Entertainment,3.0 and up,Entertainment
AirWatch Inbox,2.7,8346,13000.0,1000000,0.0,Everyone,0,2017,9,20,Business,4.0 and up,Business
News.aw,4.3,1,1.0,10,0.0,Everyone,0,2015,7,15,News & Magazines,2.2 and up,News & Magazines
Video Editor,3.8,1156,23000.0,100000,0.0,Everyone,0,2015,10,20,Video Players & Editors,4.3 and up,Video Players & Editors
The Pursuit of God,4.8,6,1.6,1000,0.0,Everyone,0,2017,2,14,Books & Reference,3.0 and up,Books & Reference
Food-Aw - Order Food Online in Aruba,5.0,1,24000.0,100,0.0,Everyone,0,2018,4,5,Food & Drink,4.1 and up,Food & Drink
F05WatchFace for Android Wear,3.9,127,5.9,1000,0.99,Everyone,1,2017,12,24,Productivity,4.3 and up,Productivity
Anime Expo 2018,4.7,54,44000.0,10000,0.0,Everyone,0,2018,6,8,Entertainment,5.0 and up,Entertainment
Adventure Xpress,4.2,24775,30000.0,100000,0.0,Everyone 10+,0,2015,10,12,Puzzle,2.3.3 and up,Puzzle
AXE.IO - Brutal Survival Battleground,4.2,3845,76000.0,500000,0.0,Everyone 10+,0,2018,8,3,Arcade,4.1 and up,Arcade
Dynamics AX,3.7,244,976.0,10000,0.0,Everyone,0,2015,10,26,Business,2.3.3 and up,Business
AX Player -Nougat Video Player,4.1,15765,10000.0,1000000,0.0,Everyone,0,2014,9,12,Video Players & Editors,2.2 and up,Video Players & Editors
Armani Exchange Connected,4.1,305,44000.0,10000,0.0,Everyone,0,2017,7,4,Lifestyle,4.4 and up,Lifestyle
Axe Champ,3.8,141,19000.0,10000,0.0,Everyone,0,2018,5,26,Arcade,4.1 and up,Arcade
AX Battery Saver,4.6,4546,3.0,100000,0.0,Everyone,0,2018,2,8,Finance,4.0 and up,Finance
Axe Champ Hit,4.3,1,15000.0,100,0.0,Everyone,0,2018,5,25,Arcade,4.1 and up,Arcade
Axe Champion,4.4,21,15000.0,5000,0.0,Everyone,0,2018,5,28,Arcade,4.1 and up,Arcade
Vikings Stickman Axe Fighting,4.2,924,43000.0,100000,0.0,Everyone,0,2017,10,21,Arcade,3.0 and up,Arcade
AX Video Player,4.4,569,2.6,50000,0.0,Everyone,0,2015,11,11,Video Players & Editors,3.0 and up,Video Players & Editors
Katalogen.ax,4.3,1,172.0,100,0.0,Everyone,0,2014,10,2,Communication,2.2 and up,Communication
Axe,4.3,18,24000.0,1000,0.0,Everyone,0,2017,12,1,Simulation,4.1 and up,Simulation
Axetatic - Axe Throwing Game,4.6,29,31000.0,1000,0.0,Everyone 10+,0,2017,10,22,Arcade,4.2 and up,Arcade
Axe Champs! Wars,5.0,8,25000.0,50,0.0,Everyone,0,2018,6,26,Arcade,4.1 and up,Arcade
Tips Microsoft Dynamics Ax,4.3,1,2.3,500,0.0,Everyone,0,2017,7,8,Productivity,4.1 and up,Productivity
Axe Knight,4.5,52,33000.0,5000,0.0,Everyone,0,2018,6,26,Action,4.1 and up,Action
AX Timesheets App for Dynamics,4.3,0,9.0,10,0.0,Everyone,0,2018,2,15,Business,4.4 and up,Business
Axxess AX-DSP,3.5,17,7.4,5000,0.0,Everyone,0,2018,6,4,Tools,4.4 and up,Tools
AX Window,4.3,0,19000.0,5,0.0,Everyone,0,2017,10,10,Tools,4.3 and up,Tools
Axxess Updater,3.9,56,2.3,10000,0.0,Everyone,0,2016,12,19,Tools,3.1 and up,Tools
The Vikings,4.4,15806,42000.0,1000000,0.0,Teen,0,2018,6,6,Arcade,4.1 and up,Arcade
Axe Spinner,3.0,2,13000.0,10,0.0,Everyone,0,2018,1,4,Casual,4.1 and up,Casual
INTERACTIVE CALCULUS PRO,4.3,0,3.3,10,0.99,Everyone,1,2018,2,22,Education,4.0.3 and up,Education
Knife&Axe Throwing,3.1,440,9.1,50000,0.0,Everyone,0,2012,11,26,Arcade,2.1 and up,Arcade
Stickman and Axe,4.4,69,2.8,50000,0.0,Teen,0,2017,11,25,Action,4.0.3 and up,Action
Axe Throw: Flip Champ Axes Champion Throwing Games,4.3,1,13000.0,50,0.0,Everyone,0,2018,5,31,Arcade,4.0 and up,Arcade
Q7 SmartWatch,3.0,94,30000.0,10000,0.0,Everyone,0,2018,7,9,Health & Fitness,4.3 and up,Health & Fitness
Workflow Approvals App AX 2012,4.3,2,3.0,100,0.0,Everyone,0,2018,7,12,Business,4.0.3 and up,Business
Tips & Tricks Dynamics AX 365,4.3,1,2.2,100,0.0,Everyone,0,2017,7,14,Productivity,4.0.3 and up,Productivity
Axe Man,3.7,53,14000.0,1000,0.0,Everyone,0,2015,2,23,Adventure,2.3.3 and up,Adventure
AX Watch for WatchMaker,4.3,2,238.0,1,0.99,Everyone,1,2017,8,18,Personalization,2.3 and up,Personalization
Throw Knife,3.7,291,37000.0,100000,0.0,Everyone,0,2017,9,14,Simulation,4.1 and up,Simulation
Dead Zombie Evil Killer:Axe,3.9,71,52000.0,10000,0.0,Teen,0,2016,12,1,Action,2.3 and up,Action
INTERACTIVE CALCULUS FOR MATHS AND PHYSICS,4.8,53,4.4,1000,0.0,Everyone,0,2018,2,28,Education,4.0.3 and up,Education
AX!OM,4.3,5,28000.0,50,0.0,Everyone,0,2017,2,16,Lifestyle,4.1 and up,Lifestyle
Zlax.io Zombs Luv Ax,4.6,6344,32000.0,500000,0.0,Everyone,0,2018,4,4,Action,4.1 and up,Action
AX Selfie,4.6,10,3.4,500,0.0,Everyone,0,2015,8,31,Lifestyle,4.0 and up,Lifestyle
Ax 3 Domaines,4.5,12,23000.0,1000,0.0,Everyone,0,2018,1,26,Sports,4.2 and up,Sports
Clash of Axe: Flippy Lumberjack Action X,4.3,6,61000.0,1000,0.0,Everyone,0,2017,9,14,Action,4.0 and up,Action
Flippy Axe : Flip The Knife & Axe Simulator,5.0,7,15000.0,100,0.0,Everyone,0,2017,9,27,Arcade,4.2 and up,Arcade
Axe Clicker,4.3,10446,64000.0,500000,0.0,Everyone,0,2018,7,13,Casual,4.0.3 and up,Casual
Axe Wallpaper,4.7,9,12000.0,100,0.0,Teen,0,2017,2,3,Personalization,4.0 and up,Personalization
Woodman Deluxe,4.0,82,4.4,5000,0.0,Everyone,0,2015,7,6,Action,2.3 and up,Action
Ay,3.8,11,3.6,5000,0.0,Teen,0,2018,5,4,Video Players & Editors,2.3 and up,Video Players & Editors
A-Y Collection,5.0,2,2.9,100,0.0,Teen,0,2018,2,16,Shopping,4.1 and up,Shopping
AY Sing,4.8,111,10000.0,5000,0.0,Everyone,0,2018,5,21,Books & Reference,4.1 and up,Books & Reference
Ay Up,4.5,11,7.2,100,0.0,Everyone,0,2015,10,27,Entertainment,2.1 and up,Entertainment
"AY Recorder - Screen Recorder, Live, Video Editor",4.3,12,3.8,500,0.0,Everyone,0,2017,5,15,Tools,5.0 and up,Tools
¡Ay Caramba!,4.3,0,549.0,1,1.99,Everyone,1,2014,6,13,Education,3.0 and up,Education
Ay Sabz Gunbad Waly,4.3,4,3.9,1000,0.0,Everyone,0,2017,9,11,Video Players & Editors,4.0 and up,Video Players & Editors
Ay Yıldız - Xperia Live Theme,4.3,0,2.9,10,0.99,Everyone,1,2017,12,26,Personalization,4.4 and up,Personalization
25 Mins Ako ay may lobo Etc Pinoy Kid Song Offline,4.3,0,42000.0,10,0.0,Mature 17+,0,2018,7,29,Entertainment,2.3 and up,Entertainment
camera zoom moon,3.7,1213,1.1,500000,0.0,Everyone,0,2018,1,23,Photography,2.3 and up,Photography
Ako ay may lobo Pinoy Kid Song Offline,4.3,0,9.7,1,0.0,Mature 17+,0,2018,7,30,Entertainment,2.3 and up,Entertainment
Ay Yıldız Analog Saat,4.3,37,1.7,1000,0.0,Everyone,0,2016,7,21,Personalization,4.1 and up,Personalization
Ay Telekom Oim,4.3,6,13000.0,100,0.0,Everyone,0,2018,2,17,Lifestyle,4.1 and up,Lifestyle
Holy Quran Mehmet Emin Ay,4.3,649,55000.0,10000,0.0,Everyone,0,2017,3,14,Lifestyle,4.0.3 and up,Lifestyle
Ay Yıldız Duvar Kağıtları,4.3,3,6.5,100,0.0,Everyone,0,2017,12,10,Personalization,4.3 and up,Personalization
Ay Hasnain k Nana Milad Naat,4.3,72,1.9,10000,0.0,Everyone,0,2015,12,21,Books & Reference,2.3 and up,Books & Reference
Mehmet Emin Ay İlahileri,4.3,0,5.1,10,0.0,Everyone,0,2018,7,13,Entertainment,4.1 and up,Entertainment
¡Ay Metro!,3.8,489,36000.0,10000,0.0,Everyone 10+,0,2015,3,17,Arcade,4.0 and up,Arcade
AY Oakmont,4.3,0,11000.0,10,0.0,Everyone,0,2018,7,9,Health & Fitness,4.1 and up,Health & Fitness
YAKALA AY,4.3,0,14000.0,1,0.99,Everyone,1,2018,7,7,Arcade,4.1 and up,Arcade
Pinoy Kid Song Ako ay may Lobo,4.6,23,17000.0,10000,0.0,Everyone,0,2016,9,12,Education,2.2 and up,Education
Ay Mohabbat Teri Khatir Novel,4.2,27,4.3,10000,0.0,Everyone,0,2018,1,30,Books & Reference,4.0 and up,Books & Reference
AY Recruitment,4.3,1,4.0,10,0.0,Everyone,0,2018,5,22,Business,4.4 and up,Business
Quran Khmer Offline AY,5.0,41,4.0,1000,0.0,Everyone,0,2017,12,13,Education,4.2 and up,Education
Ay Yıldız Keyboard,4.3,26,3.0,1000,0.0,Everyone,0,2018,5,23,Tools,4.4 and up,Tools
AY EMLAK,4.3,8,1.2,10,0.0,Teen,0,2018,7,11,Business,4.0.3 and up,Business
Ay Vamos - PJ. Balvin - Piano,4.3,0,29000.0,5,0.0,Everyone,0,2018,7,9,Arcade,4.1 and up,Arcade
Ay Peruk,4.3,0,3.4,1,0.0,Everyone,0,2017,10,31,Business,4.0 and up,Business
Sun & Moon AR Locator,3.3,115,5.1,10000,0.0,Everyone,0,2017,2,23,Weather,4.1 and up,Weather
Display Phone Screen On TV,3.6,9895,2.7,1000000,0.0,Everyone,0,2017,2,3,Tools,4.2 and up,Tools
San Andreas Crime Stories,4.0,162530,97000.0,10000000,0.0,Mature 17+,0,2018,7,2,Racing,4.1 and up,Racing
Masha and The Bear,4.0,39779,19000.0,5000000,0.0,Everyone,0,2016,8,5,Video Players & Editors;Music & Video,4.0.3 and up,Video Players & Editors
Miami crime simulator,4.0,254518,100000.0,10000000,0.0,Mature 17+,0,2018,7,9,Action,4.0 and up,Action
Strange Hero: Future Battle,4.2,88901,73000.0,10000000,0.0,Teen,0,2018,5,24,Action,4.0 and up,Action
Gangster Town: Vice District,4.3,65146,100000.0,10000000,0.0,Mature 17+,0,2018,5,31,Simulation,4.0 and up,Simulation
iMediaShare – Photos & Music,4.2,104551,18000.0,10000000,0.0,Everyone,0,2017,12,19,Video Players & Editors,2.2 and up,Video Players & Editors
Earth & Moon in HD Gyro 3D Parallax Live Wallpaper,4.5,66321,18000.0,5000000,0.0,Everyone,0,2018,6,11,Personalization,4.1 and up,Personalization
Mad Day - Truck Distance Game,4.3,29270,44000.0,5000000,0.0,Everyone,0,2018,7,25,Action,4.0.3 and up,Action
AZ Screen Recorder - No Root,4.6,751911,13000.0,10000000,0.0,Everyone,0,2018,8,2,Video Players & Editors,5.0 and up,Video Players & Editors
AZ Browser. Private & Download,4.4,1520,5.2,100000,0.0,Everyone,0,2016,12,31,Communication,4.4 and up,Communication
AZ Lottery Players Club,4.2,97,8.9,10000,0.0,Everyone,0,2018,7,9,Entertainment,4.0.3 and up,Entertainment
AZ Plugin 2 (newest),4.2,11087,34000.0,1000000,0.0,Everyone,0,2017,3,16,Libraries & Demo,5.0 and up,Libraries & Demo
Kids A-Z,4.2,26426,30000.0,1000000,0.0,Everyone,0,2018,8,2,Education;Education,4.4 and up,Education
AZ Camera - Manual Pro Cam,3.4,2332,1.6,100000,0.0,Everyone,0,2015,8,28,Photography,5.0 and up,Photography
A-Z App Store,3.2,2728,4.4,500000,0.0,Everyone,0,2016,10,5,Productivity,4.1 and up,Productivity
AZ Screen Recorder pro,4.0,60,3.7,5000,0.0,Everyone,0,2018,3,19,Tools,5.0 and up,Tools
Permit Test AZ Arizona MVD DOT,4.6,227,11000.0,10000,0.0,Everyone,0,2017,10,12,Education,4.1 and up,Education
AZ PLAYER HD,3.2,24,4.7,10000,0.0,Everyone,0,2016,4,11,Tools,2.2 and up,Tools
Long Realty AZ Home Search,4.4,132,33000.0,10000,0.0,Everyone,0,2018,3,6,Lifestyle,4.1 and up,Lifestyle
NB|AZ Mobile Banking,4.0,463,13000.0,10000,0.0,Everyone,0,2018,4,5,Finance,4.2 and up,Finance
Movie Downloader Torrent : Az Torrent,4.7,70,14000.0,1000,0.0,Everyone,0,2018,7,7,Video Players & Editors,4.1 and up,Video Players & Editors
A-Z Screen Recorder -,4.3,17,3.7,500,0.0,Everyone,0,2018,7,23,Video Players & Editors,4.4 and up,Video Players & Editors
AZ Immune Related AEManagement,3.7,3,7.3,500,0.0,Everyone,0,2018,5,24,Medical,3.2 and up,Medical
AZ Rockets,4.2,162,37000.0,10000,0.0,Everyone,0,2018,5,25,Arcade,4.1 and up,Arcade
NB|AZ Business Mobile Banking,4.1,44,13000.0,1000,0.0,Everyone,0,2018,4,5,Finance,4.2 and up,Finance
Az Content,3.5,24,13000.0,10000,0.0,Everyone,0,2018,6,5,Entertainment,4.1 and up,Entertainment
Catalyst AZ,4.8,12,8.4,500,0.0,Teen,0,2018,6,27,Education,4.1 and up,Education
Casino AZ/Talking Stick Resort,4.3,201,45000.0,10000,0.0,Everyone,0,2018,7,16,Travel & Local,4.4 and up,Travel & Local
Graffiti Letters (A-Z),3.9,386,7.9,50000,0.0,Everyone,0,2017,2,18,Lifestyle,4.0 and up,Lifestyle
GPS.AZ,4.3,30,4.2,1000,0.0,Everyone,0,2015,4,2,Maps & Navigation,4.0 and up,Maps & Navigation
First Credit Union (AZ) Mobile,3.5,100,11000.0,10000,0.0,Everyone,0,2017,6,13,Finance,4.0 and up,Finance
Arizona Mobile,4.3,285,6.2,10000,0.0,Everyone,0,2017,11,7,Education,4.1 and up,Education
AZ Mobile Gizmo,4.4,16,3.7,1000,0.0,Everyone,0,2018,4,2,Business,4.2 and up,Business
Az Video Status,4.8,13,6.0,100,0.0,Everyone,0,2018,8,2,Entertainment,4.1 and up,Entertainment
"Arizona Statutes, ARS (AZ Law)",3.9,9,8.8,1000,0.0,Everyone,0,2017,10,18,Books & Reference,4.4 and up,Books & Reference
Explore Sedona & Northern AZ,3.8,43,22000.0,10000,0.0,Everyone,0,2017,3,7,Travel & Local,2.3 and up,Travel & Local
Arizona DMV Permit Test - AZ,4.2,109,30000.0,10000,0.0,Everyone,0,2018,2,15,Education,4.4 and up,Education
Oxford A-Z of English Usage,4.0,5300,11000.0,1000000,0.0,Everyone,0,2017,11,28,Books & Reference,4.1 and up,Books & Reference
Cures A-Z,4.0,265,4.1,100000,0.0,Everyone,0,2015,8,13,Health & Fitness,3.0 and up,Health & Fitness
AZ Practice Test & Questions,4.4,13,3.4,1000,0.0,Everyone,0,2017,3,23,Education,2.3.3 and up,Education
Arizona Trail,4.7,65,13000.0,5000,0.0,Everyone,0,2017,4,6,Travel & Local,4.1 and up,Travel & Local
Ultrasound A-Z,4.5,112,39000.0,10000,0.0,Everyone,0,2018,6,5,Education,4.0 and up,Education
A-Z Punjabi Songs & Music Videos 2018,4.3,367,5.1,100000,0.0,Everyone,0,2018,5,17,Entertainment,4.1 and up,Entertainment
Manga AZ - Manga Comic Reader,3.3,126,4.7,5000,0.0,Teen,0,2018,7,24,Comics,4.0.3 and up,Comics
Barista Coffee Dictionary A-Z,4.3,127,5.5,10000,0.0,Everyone,0,2016,6,3,Lifestyle,4.1 and up,Lifestyle
Phoenix and Arizona Cameras,4.1,134,5.3,10000,0.0,Everyone,0,2018,6,20,Travel & Local,4.0.3 and up,Travel & Local
AZ REMOTE CONTROL,2.1,149,2.8,50000,0.0,Everyone,0,2016,3,28,Tools,3.2 and up,Tools
Greater London A-Z 2016,3.7,40,9.0,1000,8.49,Everyone,1,2016,8,18,Travel & Local,4.1 and up,Travel & Local
British Airways,4.2,25726,51000.0,1000000,0.0,Everyone,0,2018,7,24,Travel & Local,4.4 and up,Travel & Local
Ba Financial Calculator plus,4.4,31,206.0,1000,3.99,Everyone,1,2018,7,15,Finance,2.1 and up,Finance
Financial Calculator BA Chien.,4.2,23,954.0,500,3.99,Everyone,1,2016,12,14,Finance,3.0 and up,Finance
BA4You,2.1,87,26000.0,5000,0.0,Everyone,0,2018,4,26,Business,4.0 and up,Business
BA Pro Financial Calculator,2.4,36,9.4,1000,1.99,Everyone,1,2015,11,16,Finance,2.3 and up,Finance
BA Calculator,4.1,22,2.4,5000,0.0,Everyone,0,2018,7,22,Productivity,4.0.3 and up,Productivity
ba,3.1,1734,5.8,500000,0.0,Everyone,0,2016,6,8,Strategy,4.0 and up,Strategy
Ra Ga Ba,5.0,2,20000.0,1,1.49,Everyone,1,2017,2,8,Arcade,2.3 and up,Arcade
Experience BA,4.3,6,17000.0,100,0.0,Everyone,0,2018,6,27,Travel & Local,4.1 and up,Travel & Local
Ba Cristi,3.5,196,35000.0,10000,0.0,Everyone,0,2016,3,22,Adventure,2.3 and up,Adventure
Ba ba black sheep offline Video,4.2,20,17000.0,10000,0.0,Everyone,0,2017,7,2,Parenting,4.0.3 and up,Parenting
BA SALES,4.3,0,2.9,1,0.0,Everyone,0,2018,1,31,Communication,4.0.3 and up,Communication
Goody.ba,4.7,303,42000.0,10000,0.0,Everyone,0,2018,7,22,Entertainment,4.1 and up,Entertainment
BA Status,4.3,0,5.1,100,0.0,Everyone,0,2016,8,13,Travel & Local,4.0.3 and up,Travel & Local
Alif Ba Ta Bullseye,4.3,1,16000.0,5,1.99,Everyone,1,2016,5,30,Educational,2.2 and up,Educational
BA Accesible,4.3,31,4.7,1000,0.0,Everyone,0,2016,7,19,Health & Fitness,4.1 and up,Health & Fitness
Learn alif ba ta,4.8,23,35000.0,10000,0.0,Everyone,0,2017,11,28,Educational;Education,2.3 and up,Educational
Learn Quran with Elif Ba,4.3,3,12000.0,100,1.49,Everyone,1,2017,3,3,Education,2.3 and up,Education
Arabic Alif Ba Ta For Kids,4.5,226,26000.0,100000,0.0,Everyone,0,2017,5,30,Education;Education,2.3 and up,Education
Arabic Alphabet Alif Ba Ta Wooden Blocks,4.6,66,17000.0,10000,0.0,Everyone,0,2018,2,25,Educational;Education,2.3 and up,Educational
Let's Learn Alif Ba Ta,4.6,32,60000.0,10000,0.0,Everyone,0,2017,11,29,Education,4.0.3 and up,Education
Sufara.ba,4.9,285,25000.0,10000,0.0,Everyone,0,2018,1,5,Education,4.4 and up,Education
Elif Ba - Learn The Holy Quran,4.8,1491,38000.0,50000,0.0,Everyone,0,2017,10,31,Education,4.1 and up,Education
Instant Ba-dum-tss,4.0,13,2.0,1000,0.0,Everyone,0,2015,9,23,Entertainment,1.6 and up,Entertainment
Ba Zi Fortune,3.9,592,2.5,100000,0.0,Everyone,0,2018,1,2,Lifestyle,2.3 and up,Lifestyle
BA VPN - Free Unlimited VPN,4.1,181,9.2,10000,0.0,Everyone,0,2018,6,14,Entertainment,5.0 and up,Entertainment
Ba dum tss - Rimshot widget,4.1,690,444.0,50000,0.0,Everyone,0,2015,9,29,Comics,2.2 and up,Comics
Alif Ba Ta Song - Arabic Kids,4.5,227,15000.0,50000,0.0,Everyone,0,2018,2,24,Educational;Education,2.3 and up,Educational
Fitness Dance for Zum.ba Workout Exercise,4.2,287,12000.0,50000,0.0,Everyone,0,2018,7,30,Health & Fitness,4.2 and up,Health & Fitness
Cafe.ba,4.0,677,4.4,10000,0.0,Everyone,0,2017,6,7,News & Magazines,4.0 and up,News & Magazines
058.ba,4.4,27,14000.0,100,0.0,Everyone,0,2018,7,6,News & Magazines,4.2 and up,News & Magazines
Loreal - BA Makeup,1.9,8,6.7,1000,0.0,Everyone,0,2018,4,18,Tools,4.0.3 and up,Tools
PROFESSOR SEE-BA LINGUAGENS E SUAS TECNOLOGIAS,4.3,0,3.7,10,2.99,Everyone,1,2017,12,1,Productivity,4.0 and up,Productivity
Poteau BA,4.3,3,4.0,500,0.0,Everyone,0,2017,7,16,Education,5.0 and up,Education
Elif Ba Oyunu,3.7,26,2.2,5000,0.0,Everyone,0,2015,11,2,Tools,2.3 and up,Tools
Bedouin Rivals,4.2,79826,13000.0,1000000,0.0,Everyone 10+,0,2018,7,26,Strategy,4.1 and up,Strategy
Klix.ba,4.0,3647,5.7,100000,0.0,Everyone,0,2017,2,25,News & Magazines,4.0 and up,News & Magazines
PBA® Bowling Challenge,4.3,242096,87000.0,10000000,0.0,Everyone,0,2018,8,2,Sports,4.1 and up,Sports
Avios for Android,2.5,862,30000.0,100000,0.0,Everyone,0,2018,4,10,Travel & Local,5.0 and up,Travel & Local
Banana Kong,4.4,3452530,68000.0,100000000,0.0,Everyone,0,2018,2,7,Action,4.0.3 and up,Action
BA 3 Banjarmasin,4.3,2,5.9,10,0.0,Teen,0,2018,7,28,Social,4.4 and up,Social
Elifba Quran Learning Game,4.7,1424,19000.0,100000,0.0,Everyone,0,2018,6,7,Educational,4.1 and up,Educational
Space Shooter : Galaxy Attack,4.6,169661,40000.0,10000000,0.0,Everyone,0,2018,8,1,Arcade,4.1 and up,Arcade
Hunt Buddy BC,4.4,172,49000.0,5000,2.99,Everyone,1,2018,7,10,Sports,4.0.3 and up,Sports
"Survival Mobile:10,000 BC",4.3,7441,52000.0,500000,0.0,Everyone 10+,0,2018,8,2,Strategy,2.3 and up,Strategy
iHunter BC,4.4,55,63000.0,1000,4.49,Everyone,1,2018,8,3,Sports,4.0.3 and up,Sports
Anthem BC Anywhere,2.6,496,24000.0,100000,0.0,Everyone,0,2018,7,27,Medical,4.4 and up,Medical
iFish BC,3.6,25,6.0,1000,3.99,Everyone,1,2015,2,18,Sports,2.3 and up,Sports
BC Connect,3.8,11,17000.0,1000,0.0,Everyone,0,2018,3,14,Education,4.1 and up,Education
Ice Crush 10.000 B.C.,4.4,31,4.2,100,0.99,Everyone,1,2013,8,15,Casual,2.0 and up,Casual
BC Navigator,4.4,21,32000.0,1000,0.0,Everyone,0,2018,5,10,Education,4.0.3 and up,Education
BC Lotto Check,3.0,10,717.0,5000,0.0,Everyone,0,2016,6,22,Entertainment,4.0.3 and up,Entertainment
BC Liquor Stores,3.7,492,4.3,50000,0.0,Everyone,0,2015,10,5,Lifestyle,2.2 and up,Lifestyle
BC MVA Fines,5.0,5,7.2,50,1.75,Everyone,1,2015,10,8,Books & Reference,4.1 and up,Books & Reference
British Columbia Transit Info,4.3,0,5.0,100,0.0,Everyone 10+,0,2016,2,19,Maps & Navigation,2.2 and up,Maps & Navigation
BC Hospital Wait Times,4.2,8,1.2,500,0.0,Everyone,0,2016,1,19,Medical,4.1 and up,Medical
"Town of Princeton, BC",4.8,4,31000.0,100,0.0,Everyone,0,2018,6,25,Productivity,4.0 and up,Productivity
Explore British Columbia - BC Travel Guide,4.4,7,17000.0,500,0.0,Everyone,0,2017,10,9,Travel & Local,4.4W and up,Travel & Local
Bridge Constructor Stunts FREE,4.1,36151,46000.0,1000000,0.0,Everyone,0,2017,4,22,Simulation,3.2 and up,Simulation
BC's Pizza,4.7,113,20000.0,1000,0.0,Everyone,0,2016,9,30,Lifestyle,4.0 and up,Lifestyle
Baby Connect (activity log),4.7,8343,8.3,50000,4.99,Everyone,1,2018,7,10,Parenting,4.0.3 and up,Parenting
BC Wildfire,3.3,27,5.0,5000,0.0,Everyone,0,2018,5,31,Tools,5.0 and up,Tools
BC Slots - The Lost Reels FREE,4.0,209,22000.0,10000,0.0,Teen,0,2018,7,13,Casino,4.0 and up,Casino
BC Mobile Intro - Americas,4.3,0,3.1,50,0.0,Everyone,0,2018,6,21,Lifestyle,4.0.3 and up,Lifestyle
Car Driving Theory Test BC,4.3,0,2.2,10,1.49,Everyone,1,2012,4,9,Education,2.1 and up,Education
Truck Driving Test Class 3 BC,1.0,1,2.0,50,1.49,Everyone,1,2012,4,9,Education,2.1 and up,Education
BC Highways - Road Conditions,4.4,382,12000.0,10000,0.0,Everyone,0,2018,2,1,Travel & Local,5.0 and up,Travel & Local
BC Camera,4.2,5,5.5,500,0.0,Everyone,0,2018,1,10,Photography,4.0.3 and up,Photography
BC iptv player,4.4,8,14000.0,1000,0.0,Everyone,0,2017,10,12,Video Players & Editors,4.0 and up,Video Players & Editors
"Victoria, BC | Tour City",4.3,20,15000.0,1000,0.0,Everyone,0,2016,8,2,Travel & Local,4.0 and up,Travel & Local
BC Wildflowers,4.4,7,81000.0,1000,0.0,Everyone,0,2017,7,10,Education,4.1 and up,Education
Bc Vod,4.3,1,62000.0,100,0.0,Everyone,0,2018,4,17,Video Players & Editors,4.2 and up,Video Players & Editors
BC Hockey,3.7,20,8.9,1000,0.0,Everyone,0,2017,12,8,Sports,4.4 and up,Sports
Outdoor Movies BC,2.9,7,13000.0,500,0.0,Everyone,0,2018,6,22,Events,4.4 and up,Events
British Columbia Tourist Places (Guide),4.0,1,3.0,100,0.0,Everyone,0,2017,11,8,Travel & Local,4.1 and up,Travel & Local
PMHNP-BC Pocket Prep,4.4,112,13000.0,1000,0.0,Everyone,0,2018,7,12,Medical,4.4 and up,Medical
British Columbia License,3.3,14,11000.0,1000,0.0,Everyone,0,2015,1,19,Education,4.0 and up,Education
